Timestamp,Shift,Machine_Type,Material_Grade,Day_of_Week,Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Machine_Utilization,Temperature_Pressure_Ratio,Total_Cycle_Time,Efficiency_Score,Parts_Per_Hour
2023-01-01 16:00:00,Evening,Type_B,Grade_2,Monday,189.1546620670795,103.20198592455839,28.164295136208125,9.936051507319352,44.74204303359405,28.231576302296677,16,12,5.958391951617114,0.7332245523491526,2.0395765151525125,40.685912534910614,0.8493841300329675,127
2023-01-01 17:00:00,Evening,Type_A,Grade_3,Friday,189.8375082554175,100.74485974663605,28.708976147821208,9.64684596205442,44.23788710319505,23.87412507433299,16,29,6.605611383241877,0.8057426324787098,2.0106476304504826,38.705948399402686,0.857117906372572,51
2023-01-01 18:00:00,Evening,Type_B,Grade_3,Thursday,189.9281630619396,94.53221427055882,28.505243542507415,11.041754229019762,49.55094413213223,24.66854073372907,3,26,6.096117935409184,0.752061075891665,1.9860934401530792,40.04024780599141,0.9256193112466277,58
2023-01-01 19:00:00,Evening,Type_C,Grade_1,Wednesday,201.67725822051221,95.88764543575356,28.937272266272622,9.157077667758207,50.16409642689658,24.557193348771182,17,8,5.196831398901931,,2.126496355977166,37.03923922534868,0.9321611831176734,54
2023-01-01 20:00:00,Morning,Type_C,Grade_1,Thursday,202.26300934821867,105.938595885832,29.655673771443908,9.38527854273476,53.804883870459136,25.735774554317032,9,24,4.865380145227248,0.8252568418322591,1.9403963450152468,37.75360571932044,0.9337789400355155,147
2023-01-01 21:00:00,Morning,Type_B,Grade_2,Tuesday,204.27455924995115,107.67781188957707,28.278197783012995,9.391654706047378,52.566519552809446,24.12670704542914,3,4,5.114637874552691,0.7901773368342755,2.0380655421360276,41.60612097731756,0.929712715907409,68
2023-01-01 22:00:00,Evening,Type_C,Grade_3,Tuesday,188.76939439855448,102.69364488026254,27.52832451729555,9.74412547754196,57.29342821606371,25.35371601629651,7,27,4.724501848325281,0.8969865848419387,1.8196913238254877,37.0330680957885,0.8746334662209824,120
2023-01-01 23:00:00,,Type_A,Grade_3,Wednesday,196.75775181001708,98.94362372424843,30.348750771350034,9.787800535129941,47.66403267862285,24.171366210696753,18,26,6.117580732245625,0.975655615377673,2.009877943755106,41.22966193535538,0.8750221981366989,88
2023-01-02 00:00:00,,Type_A,Grade_1,Monday,190.3570536024363,97.80018543796712,29.6346759202726,10.699099589665508,47.378569652863966,27.629021399063465,12,25,5.572100208300988,0.8201786122315817,1.9742783963155304,38.64770189589657,0.8484153484924325,91
2023-01-02 01:00:00,Morning,Type_B,Grade_3,Friday,209.35881556271715,102.74849709155502,29.127516459766365,9.657638364741324,45.200929971774784,23.627444751132014,19,25,4.618923545553273,0.7577029469425064,1.88177535980116,36.14892723058691,0.829798402980309,66
2023-01-02 02:00:00,Morning,Type_B,Grade_1,Thursday,191.29732449819028,100.37960267129743,30.16637943344303,10.739463469235186,53.7470355738754,26.955289689576873,16,5,6.324087783612095,0.781216827458795,2.0398498778728404,34.92286132113706,0.931589702085412,112
2023-01-02 03:00:00,Night,Type_B,Grade_2,Tuesday,197.8628784800412,91.94964276292812,26.959648588883113,10.864180704841782,50.1087609200798,23.82972828735267,17,6,4.708121145965389,0.9562002470489106,1.9261048976098125,42.92692269310668,0.8177058693347394,139
2023-01-02 04:00:00,Night,Type_C,Grade_1,Monday,205.60306441323107,105.15933991267416,30.52640584599352,9.34648880066696,40.731982415191766,23.292507344238516,15,5,4.054228353926723,0.8714919169810443,2.1732184577177565,36.18916706396825,0.9781805344894885,95
2023-01-02 05:00:00,Night,Type_A,Grade_3,Wednesday,193.84371325502434,106.72901633681434,29.168623599420876,10.84270601869845,51.01082688853946,23.598414507020156,1,19,4.989257453349205,0.8365033096920872,1.7566183494655072,39.871254767971884,0.9570703976975757,140
2023-01-02 06:00:00,Evening,Type_A,Grade_2,Sunday,206.93878444980655,103.68626266471598,30.47897893622556,10.933418482958288,51.32985083908535,21.577128545930492,2,27,4.175866516328278,0.744891016452678,2.0248258541761683,40.70790158875396,0.9629260905918786,141
2023-01-02 07:00:00,Night,Type_C,Grade_1,Saturday,215.9607973553315,94.54194402685896,30.799298210837936,8.239063563369141,49.27826528626078,25.877196892768612,8,8,5.936205737537254,0.8349181924971345,2.0042697274458443,37.37359554190706,0.9722670747768861,69
2023-01-02 08:00:00,Evening,Type_A,Grade_1,Sunday,201.89711728725524,96.81586775138331,32.26230255657236,10.293480952873967,51.48327426479209,22.67204778095379,2,9,4.154567816195025,0.783547601007216,1.9719136244425035,38.89294926329289,0.8776349444374156,119
2023-01-02 09:00:00,Evening,Type_B,Grade_2,Sunday,209.01610914568408,90.71140069321144,30.205908833977823,9.493591891699086,43.898821503871396,24.284160944814786,19,15,4.884630371789172,0.9829489383560048,1.9470764299476988,40.95764782001562,0.9608731374365762,57
2023-01-02 10:00:00,Night,Type_B,Grade_2,Tuesday,179.26579111063617,107.98024245697778,32.133437660108655,11.303064980332442,58.20515917050014,26.523243195197526,9,4,5.939707491945591,0.9652210328247194,2.0068628199932754,40.586632369640945,0.8300316470554134,145
2023-01-02 11:00:00,Evening,Type_B,Grade_1,Wednesday,195.7094807315215,98.21630718370486,29.356173717739818,9.483393814726437,51.90129713037962,26.45870535948927,9,25,4.287798041414657,0.7251707625484594,2.106219130762719,39.07884886705149,0.8041119409755648,68
2023-01-02 12:00:00,Night,Type_A,Grade_3,Thursday,201.84900816928976,111.66644660824892,29.451644973271154,8.66051684468933,41.131505584606884,22.136682168005468,13,9,5.411143533319644,0.8549960467783728,1.8327814490923868,40.473809259350645,0.9491293649861315,81
2023-01-02 13:00:00,Night,Type_B,Grade_1,Sunday,189.47034921599692,109.7761501545389,29.81814365435265,9.970183183331173,49.970514503349456,25.621087159861876,6,7,4.026584641495547,0.7675175036544016,1.9194013103189818,39.795530671628846,0.8142113631194186,68
2023-01-02 14:00:00,Morning,Type_C,Grade_2,Sunday,202.0764933540409,95.48286791815528,31.548249801356423,9.103027695900883,52.033600998260574,27.28098796461651,15,8,5.244383127197181,0.8232331268572871,1.894968286567786,38.059166840874944,0.9878196867919251,73
2023-01-02 15:00:00,Night,Type_C,Grade_1,Friday,210.5994055605915,96.45866130298494,31.261918154045826,10.849585264537888,44.435339625384756,23.72631417962027,19,15,5.567246848857522,0.9630543994754369,1.8902707730277306,42.400980913547464,0.9282113216242956,73
2023-01-02 16:00:00,Morning,Type_A,Grade_2,Tuesday,181.20439371989977,102.3309517117356,30.270143759723588,9.191387501118212,52.66815139506719,26.02714665600366,15,19,4.957849468318532,0.8582543559665634,2.0342749005435428,40.414841169922866,0.943155444946,105
2023-01-02 17:00:00,Night,Type_C,Grade_2,Tuesday,188.10927134196152,91.22728948066865,27.544529316790957,9.982493550811723,58.40462811504332,22.71344078841092,18,15,5.033526287478319,0.8002645880112279,2.058933728473385,36.31593764552186,0.8467027326927945,130
2023-01-02 18:00:00,Night,Type_C,Grade_3,Thursday,201.84813270764187,97.8087044131072,31.22611835153265,11.545810427164165,46.778154697252354,25.77131390647398,7,5,5.4439858215605295,0.762366506231499,2.1065102868732035,41.04334929834349,0.9280344248447407,67
2023-01-02 19:00:00,Morning,Type_A,Grade_2,Saturday,204.60419729440048,97.30920499396636,28.277190730434057,11.098528622214136,52.14219347934972,25.262542722659315,11,19,4.71949141537553,0.9400974578219468,2.0605097832629586,38.76896830001273,0.808211788078442,61
2023-01-02 20:00:00,Morning,Type_B,Grade_2,Monday,207.38080374909651,109.25582970973355,28.16820521240056,10.47783920328895,51.04299299496098,26.322293911650906,8,7,5.889553631079628,0.8873554046093042,2.0686141924241768,39.421127618703814,0.9591868867854841,90
2023-01-02 21:00:00,Night,Type_B,Grade_3,Friday,201.10889478887768,100.80508942752228,27.723029820124633,9.872422287447725,54.84144999906191,26.19829217377741,6,6,6.371141047342091,0.8404196381278694,1.8588191779258678,40.01638966839348,0.8322285776759988,136
2023-01-02 22:00:00,Evening,Type_B,Grade_2,Tuesday,204.6151240501581,98.57616511231402,29.83366257839593,10.382896456211089,49.45579047687929,22.293032780897697,8,27,4.074215340736378,0.7652453061588934,2.148356324162596,38.41410499402781,0.9324980326984165,97
2023-01-02 23:00:00,Morning,Type_A,Grade_3,Friday,209.0348070854068,96.8425763365735,32.42344859694138,10.688983952725055,44.66641686819065,25.273106481488384,2,19,6.767059574457702,0.8002739122471394,1.979024246924549,43.606075725788706,0.8426512952342184,131
2023-01-03 00:00:00,Evening,Type_C,Grade_3,Tuesday,195.85541898229673,104.47024798662397,28.06927891123957,9.01339763678451,54.52091123487353,27.905827288547744,19,25,4.696512240501565,0.9879530280215556,2.103299607909639,37.01336454946316,0.8130061021909482,113
2023-01-03 01:00:00,Evening,Type_B,Grade_2,Friday,193.9141391399358,97.51644588034796,33.35715190634818,10.85133724392384,44.96369704639928,20.62938235643514,16,28,6.994344949719849,0.8560269812817503,1.8623832983582065,40.11337495459688,0.8914837989243849,65
2023-01-03 02:00:00,Evening,Type_B,Grade_2,Wednesday,198.31493369065132,99.7485851281875,31.819620444907144,8.89830594744292,59.04430688946472,26.93385222772413,7,17,4.710082914136137,0.8202097843729759,1.9758580164481776,40.76270316230983,0.83216437995183,129
2023-01-03 03:00:00,Morning,Type_A,Grade_1,Sunday,201.99487942277412,96.80438238764017,27.070795873498753,10.572451935012277,52.80384674507584,28.203410199258176,10,10,5.70737857514197,0.8564266127044972,2.094301590856774,40.082425550056,0.9385943577820445,149
2023-01-03 04:00:00,Evening,Type_B,Grade_3,Tuesday,193.41726556798682,92.41231433992303,29.234449635643358,8.893109595450358,47.00553631692318,22.030728959030398,12,19,5.702010611529408,0.9336965517698825,2.0027924442679477,39.618028383044056,0.8451375102428622,72
2023-01-03 05:00:00,Morning,Type_A,Grade_1,Friday,196.06242683526787,95.01982436148668,27.91949946601839,11.962796243370613,55.543258062531294,23.658601857705044,17,11,4.6126884617766475,0.8020326809508606,1.9246030114709591,39.24597343402642,0.8650697856848075,135
2023-01-03 06:00:00,Evening,Type_C,Grade_2,Monday,203.97701770507297,97.49014146317653,31.329910915471434,10.76334162493704,49.954054829845575,26.035486643901063,7,15,5.072627388179403,0.7536118362797826,2.1309813335192125,38.39364010840406,0.9078134577402499,88
2023-01-03 07:00:00,Night,Type_A,Grade_1,Wednesday,201.57750781029716,98.68372584868186,28.02367330465918,8.443974721214046,48.892972195029884,23.227749768372718,8,10,6.439900556356811,0.8754808355017143,1.8828585607906012,38.35817368365432,0.8541439727396892,82
2023-01-03 08:00:00,Night,Type_A,Grade_3,Wednesday,198.14662877184242,98.90288037038246,26.75776104588764,9.999073373769846,46.59565311951118,27.729158367290726,7,11,4.677817550237994,0.8995612310443202,1.997957325775299,42.317086902535564,0.8718177420798927,73
2023-01-03 09:00:00,Morning,Type_A,Grade_1,Monday,182.5893068993735,99.5554014974062,29.34854844652582,9.478577955915364,40.60910500234081,27.11779253151214,4,23,4.582453933745413,0.9138154008875649,2.0640170710882644,39.116506553006154,0.9549681364976734,110
2023-01-03 10:00:00,Night,Type_A,Grade_3,Friday,199.9649200799146,97.55656184924496,32.33878814739251,9.360273070218636,53.02196285183414,22.230073520913763,3,3,3.846532798813885,0.9645962772298389,2.2095690329960367,44.26437133361276,0.8340498714165949,104
2023-01-03 11:00:00,Night,Type_C,Grade_2,Thursday,190.29996032490956,106.74563174084203,29.614967552314894,10.147103526468419,41.85936619091196,23.513883800137975,19,3,6.567552220104931,0.8113522362067339,1.9541644407254295,41.33788063759154,0.8156183020015675,110
2023-01-03 12:00:00,Evening,Type_C,Grade_2,Monday,209.830827052059,104.73992059928491,30.796887726713365,9.072006250331501,46.03352834074311,26.539673643670042,15,18,4.519223438495397,0.7226064688686675,1.9723548746340163,34.66474057078715,0.8623879791752737,133
2023-01-03 13:00:00,Morning,Type_B,Grade_3,Friday,196.9127884672149,99.3244536640458,30.874462195094083,10.761465764984436,52.16422276925139,26.461318805494656,4,25,6.199980217947944,0.9875045750892827,1.9555308866649526,41.76651803245513,0.8806315857326369,146
2023-01-03 14:00:00,Evening,Type_C,Grade_2,Monday,190.03767943777478,101.27129139870497,26.97544881451785,10.704654086999343,47.496617992522424,29.436880070606076,9,11,4.398645182929025,0.8305035782312425,2.0238470158914548,39.893680388554834,0.9031052636059479,144
2023-01-03 15:00:00,Evening,Type_C,Grade_2,Monday,199.38456726119952,98.13955879273523,28.20125174569069,10.351424774941986,50.785759353954745,23.240235589101037,13,20,6.168584615195414,0.8869772529019394,2.0587928267997864,37.220096505232355,0.8707605022732514,89
2023-01-03 16:00:00,Evening,Type_B,Grade_2,Tuesday,212.7069958509219,85.78257353974112,30.012928374395194,9.980495471459136,43.93152343025174,27.918435678943982,18,26,5.80664311672275,0.8998915969384876,2.109331337866832,42.60851039965193,0.950083223042333,107
2023-01-03 17:00:00,Evening,Type_C,Grade_2,Friday,206.3081584914462,100.10246506463012,28.885290032689223,10.659818285944983,48.25770313431049,23.17217211047286,16,29,4.771568078933641,0.863954112610361,2.075604777598081,39.12816613309295,0.8074707026570099,121
2023-01-03 18:00:00,Evening,Type_A,Grade_3,Thursday,202.19917150605934,101.52807180625608,33.408909100788314,10.791385506077985,50.81692852479094,26.000641864911742,1,22,4.26572402871058,0.761577258920881,1.950262585034971,38.95813527943643,0.882035832257726,123
2023-01-03 19:00:00,Evening,Type_A,Grade_1,Sunday,186.73904940953145,91.93669120979887,27.543355209838218,10.454917736741681,45.242637420321394,26.784684883118967,4,18,4.346969424541945,0.9265429150348424,2.0813371022629426,40.75038003388459,0.872628623784717,50
2023-01-03 20:00:00,Evening,Type_B,Grade_1,Tuesday,216.21600099766323,102.49705534597301,28.1814797935343,8.688125976819762,58.431817388709604,19.012199814267134,18,25,4.334200129898229,0.9411255922912245,2.0091545644044726,42.28566067911247,0.9230399132533033,134
2023-01-03 21:00:00,Morning,Type_B,Grade_2,Monday,193.78372825964098,98.59711661027595,30.581088518959493,9.211613886130994,46.81288043559636,26.822412596165563,8,15,6.06518318012364,0.8658926758052319,2.0745252228818205,40.226830396396316,0.9835924878605052,74
2023-01-03 22:00:00,Night,Type_B,Grade_1,Sunday,209.33783912872343,101.68966860317332,28.74421332443342,9.731939078507887,56.89208394007953,27.76913938209877,16,7,5.160230364613406,0.8465683481754525,2.0802367432895883,40.083638695790675,0.8969713272594838,145
2023-01-03 23:00:00,Evening,Type_A,Grade_1,Saturday,,98.74800676314958,24.21633480209959,8.524209102150303,49.160972276267664,27.191763506947485,11,10,3.8848775674912965,0.7341814549383956,2.1630125746009825,38.606267971093494,0.9875066009189268,102
2023-01-04 00:00:00,Evening,Type_C,Grade_2,Sunday,208.3750787248324,106.25477237113425,33.86936245882764,10.22400313333153,42.15762216959323,29.106677620155352,19,21,4.74786658899892,0.7251854984499351,1.9645409367497018,42.2515136980642,0.8574273850335076,110
2023-01-04 01:00:00,Evening,Type_A,Grade_2,Monday,213.06874095875273,101.13114410292043,27.851389227547024,11.411005207323617,44.31549595702174,26.93035456701178,19,23,4.868979898059717,0.8018694536690586,1.9454447397263113,40.246101573117556,0.8058649451830676,95
2023-01-04 02:00:00,Evening,Type_B,Grade_1,Monday,206.48137269907534,105.01208229336004,31.12178544536361,11.251690366759593,50.8803964446569,23.925589797294972,18,20,2.861011106386262,0.7932538466552179,2.044716341308572,39.549113745166,0.8314760018205185,123
2023-01-04 03:00:00,Evening,Type_C,Grade_3,Friday,207.55854959759938,105.42363071087473,27.49321765755169,10.739626144004875,55.163878762792116,27.478022268830557,19,29,4.803487085573831,0.9860969352889813,2.118251691767031,39.30098624608246,0.8750737281071678,109
2023-01-04 04:00:00,Evening,Type_C,Grade_2,Friday,199.0156101384437,94.40222136955795,28.27393018583402,10.727711933871555,58.848885663126815,23.81206743888917,11,10,5.7231929760287334,0.9350868227330289,2.0058063830024433,42.05365119117411,0.860103442745825,100
2023-01-04 05:00:00,Night,Type_A,Grade_3,Tuesday,195.6603385792719,96.30491564989426,26.754133994637524,12.215295530963381,50.641093642966474,25.164835849891958,3,13,4.8623721177425585,0.897977288577718,2.1247712291859817,39.47535280740174,0.8184402848868418,122
2023-01-04 06:00:00,Night,Type_B,Grade_1,Thursday,201.3829868978581,102.25805341363127,28.51761319947384,10.843863832178362,44.11378126252709,26.66356654680247,8,15,5.254406878746652,0.8552944267052816,2.069005833980867,42.05879523627064,0.8822054204612362,133
2023-01-04 07:00:00,Evening,Type_A,Grade_2,Tuesday,,98.17231358120914,28.7114363651029,10.925635686788347,51.392425402723724,25.89616164829342,19,23,5.484513130772772,0.7502102592179953,1.9798784522107908,39.056850593286924,0.864241996615317,97
2023-01-04 08:00:00,Night,Type_C,Grade_3,Wednesday,224.67203710812493,98.80696615371852,29.734868645310208,8.561085305663845,45.87392663319923,27.702263983700327,10,18,4.657397759228927,0.9935370016552851,2.0563335503058906,41.44461096756548,0.8232976518869134,133
2023-01-04 09:00:00,Morning,Type_A,Grade_2,Monday,190.07641713509486,106.43282411085305,29.254862315247102,11.332818794356267,51.96095810597276,29.977349391677535,16,23,5.730754661160392,0.8125122094720629,1.9565173208732263,40.41419236068472,0.8562622548162627,89
2023-01-04 10:00:00,Evening,Type_A,Grade_1,Sunday,210.0208521659041,98.44816810903964,27.116960346072343,10.398497350305563,45.292627237972255,22.7252721160972,5,4,6.4574842978317,0.7320776807341735,2.02386000732661,38.09849002283209,0.9684228505175242,56
2023-01-04 11:00:00,Morning,Type_B,Grade_3,Saturday,205.17196834539013,95.15535325875709,28.952200343312146,9.920215654567322,39.55214881415094,24.343327762380625,9,20,3.476141362552595,0.8481396687147238,1.8926840855168765,39.82604780474655,0.8573892844429747,124
2023-01-04 12:00:00,Morning,Type_B,Grade_1,Monday,202.2987220812394,95.83099999182203,32.89402133354962,9.672361875931761,56.58427829809949,25.63275672512462,8,17,4.655150247593459,0.962199403483925,1.9931843369565563,35.61879416719773,0.9356515304159898,134
2023-01-04 13:00:00,Evening,Type_C,Grade_1,Monday,214.7988609991384,110.9117825059635,32.65678109082363,9.451404563330755,48.86791634327369,24.073618113386516,11,28,7.329617483453713,0.9661873005331989,2.099968915394536,38.511920317936294,0.9162889451349736,68
2023-01-04 14:00:00,Night,Type_A,Grade_2,Tuesday,202.98377452601179,99.10890259807381,30.91137405782938,11.256776878360895,50.248301669082906,24.848587463004204,16,3,5.170565383207999,0.7032897748169341,2.0767146901435742,36.844387189480706,0.8811644208575906,64
2023-01-04 15:00:00,Morning,Type_A,Grade_3,Saturday,193.65093080257586,93.17876122391044,31.326198493480348,9.971641070742626,54.983506871197605,26.551639212550135,7,21,4.965148049508995,0.9658887234254199,2.062084174803334,43.99500018635935,0.8454148709926972,119
2023-01-04 16:00:00,Evening,Type_A,Grade_1,Saturday,202.91730377253407,91.15270702341702,34.12164560227069,9.488321441129752,59.394233546657276,26.285816662733534,15,21,4.741957569777935,0.7814452652499575,2.028747967501482,36.86793876796678,0.8701127928757296,110
2023-01-04 17:00:00,Morning,Type_C,Grade_1,Saturday,198.1682173109477,96.87681678662943,31.142495319176994,9.228453195269886,53.600403260744784,25.494665460611767,17,2,6.274435144272819,0.7116917091905269,2.0159846049712793,45.17158125443596,0.9125003705594982,105
2023-01-04 18:00:00,Morning,Type_C,Grade_3,Tuesday,205.0328466881665,99.01738940286309,31.288379721075103,10.170598794462856,50.51500808101806,25.295461006528463,6,4,4.061006803770832,0.9543370811088623,1.8732942897934932,41.028559065336964,0.8666431108023774,59
2023-01-04 19:00:00,Morning,Type_B,Grade_1,Monday,208.13073631629499,104.74586853213836,26.870833947772915,9.640390295782217,52.3143643805662,24.552259731012768,15,1,5.926174526685137,0.9591600267964624,1.9793914626961397,38.962265664093955,0.840830322379104,95
2023-01-04 20:00:00,Morning,Type_B,Grade_1,Tuesday,191.4091205763593,104.26172583230884,27.774738877523724,9.412244447500346,48.526084783566816,27.809045678895437,8,15,4.723248969221746,0.878869323952705,2.0182615783665394,41.61272020124165,0.8221279222894101,129
2023-01-04 21:00:00,Night,Type_B,Grade_3,Friday,211.95336118002817,99.96826789463583,29.934619365997595,8.61784403072453,50.1805718924482,28.326777673185997,7,25,4.2501570772918145,0.8723301271889075,1.8875596504259728,38.7109705616809,0.9671557182028174,124
2023-01-04 22:00:00,Morning,Type_A,Grade_3,Friday,197.45100155131541,97.72915706920206,28.385115549851506,10.959357359504498,50.72431818929592,27.03762800721694,2,1,4.768897349330847,0.9439360817864259,1.8248244083210117,37.18090223918478,0.8836594653928621,106
2023-01-04 23:00:00,Morning,Type_A,Grade_3,Tuesday,204.43613922682178,101.69800926710845,28.004089425953655,9.861976724550233,46.066873715984336,22.70124682426809,13,6,4.953619514097928,0.935892865813084,2.1128832746943447,40.158140536417655,0.9187895811311567,84
2023-01-05 00:00:00,Morning,Type_B,Grade_3,Saturday,206.17030170320697,91.25626961931806,28.2350819035355,8.914761342975979,50.10586793438939,24.475579139931057,6,7,4.502256374577165,0.9670316420328112,2.005083852660984,41.40014539265248,0.893177968615993,121
2023-01-05 01:00:00,Night,Type_A,Grade_2,Monday,203.6738869063063,109.90540446964609,27.152858715637745,9.728763858667117,51.83550926251965,25.39933191954577,5,19,6.112772517815055,0.865824234279011,2.0209979280757784,42.55682179052378,0.9657876384880131,141
2023-01-05 02:00:00,Morning,Type_B,Grade_3,Tuesday,198.9089148234743,103.27052797928306,28.417231027835896,10.549132055965618,52.58508448787775,23.11861094415553,1,12,4.2579159050772235,0.9902941278198426,2.0555626822794872,40.99546021911799,0.9039176219651601,52
2023-01-05 03:00:00,Morning,Type_C,Grade_2,Tuesday,195.11402418007336,104.33495109864135,30.6788711096218,10.028840871603311,52.18661891214657,25.158167409457857,18,1,5.140074847959827,0.9988440492800015,1.901783304951507,38.94130895266134,0.8913484694103315,115
2023-01-05 04:00:00,Night,Type_B,Grade_2,Tuesday,197.3100549269666,94.62923309061695,33.59264785296937,10.19099374777061,43.30487390962813,25.044443585068485,15,7,5.53743259138803,0.7349633829995897,1.9596504205937373,42.772552164161645,0.9756741881801254,102
2023-01-05 05:00:00,Night,Type_C,Grade_2,Wednesday,215.65171932528878,106.41324320648297,31.593964365427237,10.04254825799031,56.146294712998284,27.168276349174462,10,19,5.129723048683373,0.9548631278662366,2.15040676045202,42.32595165247208,0.9367410232486173,127
2023-01-05 06:00:00,Night,Type_A,Grade_1,Friday,191.3413356287094,97.69991419486853,31.27231097007887,8.723144223558918,55.731406137269076,24.003419120642736,3,13,5.772229933483292,0.8499466773245767,1.9511344603388268,40.538035055543084,0.821194482395903,101
2023-01-05 07:00:00,Morning,Type_B,Grade_2,Sunday,192.80756662037035,95.23720938590718,26.752933231203187,10.94850854326353,49.51925795890605,27.32660577654739,5,26,4.566435967236451,0.8162699014899496,1.9734144704553143,42.42155549364699,0.8337638476273947,142
2023-01-05 08:00:00,Night,Type_A,Grade_2,Saturday,192.36851176856285,99.8041381469689,30.238593410044036,8.291753839618067,52.27754347552717,23.085263927661227,13,12,5.622627039812321,0.8839216929648145,1.9330511834997819,44.36962062196962,0.949553343958494,102
2023-01-05 09:00:00,Night,Type_C,Grade_1,Thursday,201.35753879917664,99.68722457005813,29.866080193405722,10.461536574611442,48.91723116445746,23.364321604677293,8,12,5.652228200116695,0.716789667178602,1.925914577351934,38.912832119812535,0.9588117510241914,103
